"lang"
{
	"Language"		"English"
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_Description"			"Adds extra pure damage to Outworld Devourer's attacks, based on his remaining mana pool. Steals %int_gain% intelligence for %int_steal_duration% seconds per hit when attacking an enemy unit. Arcane Orb also does bonus damage to summoned units and illusions.\n\nArcane Orb is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers."
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_Lore"					"Harbinger's outworldly knowledge allows it to tap into the ebb and flow of all spiritual energy, infusing it into his being."
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_Note0"					"The damage is calculated after the mana cost is spent."
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_mana_pool_damage_pct"	"%MANA POOL TO DAMAGE:"
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_illusion_damage"		"ILLUSION DAMAGE:"
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_int_steal"		        "INTELLIGENCE STEAL:"
        "DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_datadriven_steal_duration"     "STEAL DURATION:"
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven"					"Sanity's Eclipse"
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_Description"		"Unleashes a psychic blast that removes %mana_drain%%% of the mana from affected targets, while also damaging them based on Outworld Devourer's intelligence. Sanity's Eclipse can hit units trapped by Astral Imprisonment.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_Lore"				"When an Outworld crystal ruptures, cataclysmic energies are released, and the reverberations of this power are felt interdimensionally."
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_damage_multiplier"	"INT DAMAGE MULTIPLIER:"
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_damage_multiplier_scepter"		"SCEPTER INT DAMAGE MULTIPLIER:"
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_mana_drain"	"%MANA DRAIN:"
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_radius"				"RADIUS:"
        "DOTA_Tooltip_ability_obsidian_destroyer_sanity_eclipse_datadriven_aghanim_description"	"Sanity's Eclipse deals more damage per point of Intelligence."

        "DOTA_Tooltip_modifier_arcane_orb_status"					"Intelligence Steal"
        "DOTA_Tooltip_modifier_arcane_orb_status_Description"		"Stealing %dMODIFIER_PROPERTY_TOOLTIP% intelligence from enemies."
        "DOTA_Tooltip_modifier_arcane_orb_status_target"				"Intelligence Steal"
        "DOTA_Tooltip_modifier_arcane_orb_status_target_Description"	"Losing %dMODIFIER_PROPERTY_TOOLTIP% intelligence from Outworld Devourer."

        "DOTA_Tooltip_modifier_arcane_orb_int_steal_datadriven"					"Intelligence Steal"
        "DOTA_Tooltip_modifier_arcane_orb_int_steal_datadriven_Description"		"Stealing %dMODIFIER_PROPERTY_TOOLTIP% intelligence from enemies."
        "DOTA_Tooltip_modifier_arcane_orb_int_steal_target_datadriven"				"Intelligence Steal"
        "DOTA_Tooltip_modifier_arcane_orb_int_steal_target_datadriven_Description"	"Losing %dMODIFIER_PROPERTY_TOOLTIP% intelligence from Outworld Devourer."

        "DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven"					"Arcane Bolt"
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_Description"		"Skywrath Mage launches a slow-moving bolt of arcane magic, dealing damage to an area of effect based on Skywrath Mage's intelligence."
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_Lore"				"Within the Ghastly Eyrie's endless intrigue, only the clever and calm can hope to survive."
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_Note0"				"The projectile moves very slowly (500 ms), providing 325 vision around it.  Upon impact, it will reveal the target area for 3.34 seconds."
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_Note1"				"Arcane Bolt cannot be disjointed."
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_bolt_damage"		"BASE DAMAGE:"
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_int_multiplier"		"INT DAMAGE MULTIPLIER:"
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_datadriven_radius"		"DAMAGE RADIUS:"
        "DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven"				"Concussive Shot"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_Description"	"Skywrath Mage sets off a long range shot that hits the closest unit within a long range.  Upon impact, it deals damage and slows in an area of effect."
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_Lore"			"Those who serve the court of the Ghastly Eyrie are ever locked in covert war. One must always know where danger lurks nearest."
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_Note0"			"Does not work when no units are in range or units are in fog."
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_Note1"			"Damages units around the impact area."
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_Note2"			"Provides 400 vision around the projectile, and reveals the target area for 3.34 seconds upon impact."
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_launch_radius"	"SHOT RANGE:"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_slow_radius"	"DAMAGE RADIUS:"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_damage"			"DAMAGE:"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_slow_duration"	"SLOW DURATION:"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_datadriven_movement_speed_pct"	"%SLOW:"
		"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven"					"Mystic Flare"
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_Description"		"Skywrath Mage uses his ultimate magical ability to conjure a precise and violent mystical field that lays waste to his adversaries. Deals massive damage among any units in the area over %duration% seconds.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_Lore"				"Only the most practiced of Skywrath sorcerers could hope to shape the skies into such a storm."
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_radius"			"RADIUS:"
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_duration"			"DURATION:"
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_damage"			"DAMAGE:"
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_damage_scepter"			"SCEPTER DAMAGE:"
        "DOTA_Tooltip_ability_skywrath_mage_mystic_flare_datadriven_aghanim_description"		"Increases duration to 12 seconds."

        "DOTA_Tooltip_ability_death_coil_datadriven"					"Mist Coil"
        "DOTA_Tooltip_ability_death_coil_datadriven_Description"		"Abaddon releases a coil of deathly mist that can damage enemy units or heal a friendly unit at the cost of some of Abaddon's health."
        "DOTA_Tooltip_ability_death_coil_datadriven_Lore"				"A mysterious vapor from the Font of Avernus now infuses the breath of Abaddon, who releases it at will."
        "DOTA_Tooltip_ability_death_coil_datadriven_target_damage"		"DAMAGE/HEAL:"
        "DOTA_Tooltip_ability_death_coil_datadriven_self_damage"		"SELF DAMAGE:"
        "DOTA_Tooltip_ability_death_coil_datadriven_radius"		"RADIUS:"

        "DOTA_Tooltip_ability_silencer_int_steal_datadriven"											"Int Steal"
        "DOTA_Tooltip_ability_silencer_int_steal_datadriven_Description"								"Silencer will permanently gain intelligence from any enemy unit that dies within 925 range or is killed by the Silencer."
        "DOTA_Tooltip_ability_silencer_int_steal_datadriven_int_steal_buff_amount"			"INT BONUS:"
        "DOTA_Tooltip_ability_silencer_int_steal_datadriven_int_steal_range"						"RANGE:"
        "DOTA_Tooltip_ability_silencer_int_steal_datadriven_max_stacks"						"MAX STACK COUNT:"

        "DOTA_Tooltip_modifier_silencer_int_steal_datadriven_buff"			"Int Steal"
        "DOTA_Tooltip_modifier_silencer_int_steal_datadriven_buff_Description""Gives Silencer a bonus %0fMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% intelligence"

        "DOTA_Tooltip_ability_silencer_global_silence_datadriven"								"Global Silence"
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_Lore"							"With a shock to the ground, all magic and sound pauses, and Nortrom fulfills his prophecy."
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_Description"					"Silencer stops all sound, preventing enemy heroes and units on the map from casting spells, and increasing the damage they take from all sources.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_aghanim_description"			"Increases duration and strength of the debuff."
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_Note0"						"This skill works on invisible and Spell Immune units, but gaining spell immunity will remove its effect."
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_tooltip_duration"				"DURATION:"
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_duration_scepter"				"SCEPTER DURATION:"
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_bonus_damage_taken"				"%BONUS DAMAGE:"
        "DOTA_Tooltip_ability_silencer_global_silence_datadriven_bonus_damage_taken_scepter"				"%SCEPTER BONUS DAMAGE:"

        "DOTA_Tooltip_modifier_silencer_global_silence_datadriven"						"Global Silence"
        "DOTA_Tooltip_modifier_silencer_global_silence_datadriven_Description"			"All units are silenced and %dMODIFIER_PROPERTY_TOOLTIP%%% bonus damage from all sources."

        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven"											"Flesh Heap"
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_Description"								"Gives Pudge resistance to magic damage, as well as bonus strength that increases each time an enemy unit dies within a certain range or is killed by Pudge.  Flesh Heap is not retroactive."
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_Lore"									"The Butcher gives new meaning to the words 'meat shield.'"
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_Note0"									"Stacks multiplicatively with other spell resistance sources."
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_flesh_heap_magic_resist"					"%MAGIC RESISTANCE:"
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_flesh_heap_strength_buff_amount"			"STRENGTH BONUS:"
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_flesh_heap_range"						"RANGE:"
        "DOTA_Tooltip_ability_pudge_flesh_heap_datadriven_max_stacks"						"MAX STACK COUNT:"

        "DOTA_Tooltip_modifier_pudge_flesh_heap_datadriven_buff"			"Flesh Heap"
        "DOTA_Tooltip_modifier_pudge_flesh_heap_datadriven_buff_Description""Gives Pudge a bonus %0fMODIFIER_PROPERTY_STATS_STRENGTH_BONUS% strength"

        "DOTA_Tooltip_ability_treant_entangle_datadriven"						"Entangling Roots"
        "DOTA_Tooltip_ability_treant_entangle_datadriven_Description"			"Attacks have a chance to cause roots to burst from the ground, immobilizing the attacked enemy unit, and dealing damage per second."
        "DOTA_Tooltip_ability_treant_entangle_datadriven_Note0"				"Entangled units can't use Blink abilities, and are revealed if they are invisible."
        "DOTA_Tooltip_ability_treant_entangle_datadriven_entangle_chance"		"%ENTANGLE CHANCE:"
        "DOTA_Tooltip_ability_treant_entangle_datadriven_hero_duration"		"HERO DURATION:"
        "DOTA_Tooltip_ability_treant_entangle_datadriven_creep_duration"		"CREEP DURATION:"

        "DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven"								"Shuriken Toss"
		"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven_Description"					"Hurls a deadly shuriken at an enemy unit, dealing damage and mini-stunning the target.  The shuriken will bounce between any units who are within a %bounce_aoe% radius of each other."
		"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven_Lore"							"While the shuriken may be small, Gondar's precise aim can cause critical damage."
		"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven_Note0"						"This spell interrupts channeling abilities."
		"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven_Note1"						"This spell will only hit any given unit once."
		"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven_bonus_damage"					"DAMAGE:"
		"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_datadriven_bounce_aoe"		"BOUNCE RANGE:"

        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven"										"Track"
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_Description"							"Bounty Hunter has greater awareness of his enemies' worth, causing nearby units to have a chance of dropping an extra gold bag upon death. This ability also increases his movement speed."
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_Lore"									"Using his elevated senses of sight and smell, Gondar's hits have quite a good chance of success."
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_Note0"								"There is a chance for any enemy within range to drop gold, regardless of how it died."
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_Note1"                                 "Gold bags are split amongst all teammates when picked up."
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_track_range"							"RADIUS:"
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_gold_value"							"VALUE OF BAG:"
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_gold_chance"						"%CHANCE TO DROP:"
        "DOTA_Tooltip_ability_bounty_hunter_track_datadriven_move_speed"								"%MOVE SPEED:"

        "DOTA_Tooltip_ability_visage_soul_assumption_datadriven"					"Soul Assumption"
        "DOTA_Tooltip_ability_visage_soul_assumption_datadriven_Description"		"Visage fires a blast of pure soul energy at an enemy unit and all units nearby."
        "DOTA_Tooltip_ability_visage_soul_assumption_datadriven_Lore"				"The collected souls of the dead reach out to bring another into their fold."
        "DOTA_Tooltip_ability_visage_soul_assumption_datadriven_radius"			"RADIUS:"

        "DOTA_Tooltip_ability_terrorblade_zeal_datadriven"											"Zeal"
        "DOTA_Tooltip_ability_terrorblade_zeal_datadriven_Description"								"Terrorblade's attacks slice nearby enemies, dealing a small amount of splash damage in an area. Terrorblade's illusions gain this ability."
        "DOTA_Tooltip_ability_terrorblade_zeal_datadriven_radius"						"RADIUS:"

        "DOTA_Tooltip_ability_terrorblade_sunder_datadriven"											"Sunder"
        "DOTA_Tooltip_ability_terrorblade_sunder_datadriven_Description"								"Severs the life from both Terrorblade and a target unit, exchanging a percentage of both units' current health. Some health points must remain.\n\nCannot be used on bosses."
        "DOTA_Tooltip_ability_terrorblade_sunder_datadriven_Lore"										"You didn't need that life, did you?  The demon marauder steals that which you hold most dear."
        "DOTA_Tooltip_ability_terrorblade_sunder_datadriven_hit_point_minimum_pct"						"%MINIMUM HP SWAP:"

        "DOTA_Tooltip_ability_bane_enfeeble_datadriven"											"Enfeeble"
		"DOTA_Tooltip_ability_bane_enfeeble_datadriven_Description"								"Weakens a group of enemy units, reducing their physical damage.  Lasts 20 seconds."
		"DOTA_Tooltip_ability_bane_enfeeble_datadriven_Lore"										"Even the mightiest of warriors crumble before the terror of Atropos."
		"DOTA_Tooltip_ability_bane_enfeeble_datadriven_Note0"										"Enfeeble cannot be purged."
		"DOTA_Tooltip_ability_bane_enfeeble_datadriven_enfeeble_attack_reduction"					"REDUCTION:"
        "DOTA_Tooltip_ability_bane_brain_sap_datadriven"											"Brain Sap"
        "DOTA_Tooltip_ability_bane_brain_sap_datadriven_Description"								"Feasts on the vital energies of enemy units, healing Bane and dealing damage."
        "DOTA_Tooltip_ability_bane_brain_sap_datadriven_tooltip_brain_sap_heal_amt"	"HEAL AMOUNT:"
        "DOTA_Tooltip_ability_bane_brain_sap_datadriven_Lore"										"Atropos finds no greater pleasure than to harvest the fear he creates."

        "DOTA_Tooltip_ability_mega_tower_buff"											"Mega Tower Stats"
        "DOTA_Tooltip_ability_mega_tower_buff_Description"								"The mega tower has bonus attack speed, physical damage block, and a chance to bash. This bash ministuns, has true strike, and deals a percent of the target's maximum hit points as magical damage in an area."
        "DOTA_Tooltip_ability_mega_tower_buff_attack_speed_bonus_pct"								"ATTACK SPEED:"
        "DOTA_Tooltip_ability_mega_tower_buff_damage_block"								"DAMAGE BLOCK:"
        "DOTA_Tooltip_ability_mega_tower_buff_hp_percent"                                    "%BASH DAMAGE:"
        "DOTA_Tooltip_ability_mega_tower_buff_hp_percent_radius"                             "BASH RADIUS:"
        "DOTA_Tooltip_ability_mega_tower_buff_truestrike"                                    "%BASH CHANCE:"

        "DOTA_Tooltip_ability_hulk_arcane_armor"											"Arcane Armor"
        "DOTA_Tooltip_ability_hulk_arcane_armor_Description"								"The mechs have greatly increased resistance to most forms of damage, but no natural regeneration."

        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven"					"Quelling Axe"
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_Description"					"Active: Chop Tree/Ward - Destroy a target tree or ward. Chop cast range is increased when targetting wards.\nPassive: Quell - Increases attack damage against non-hero units, based on whether the equipped hero is ranged or melee. Does not provide bonus damage against Roshan."
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_Lore"							"The axe of a fallen gnome, it allows you to effectively maneuver the forest."
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_Note0"									"Chop can be used to destroy Techies' Land Mines and Remote Mines."
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_bonus_damage"					"+Damage"
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_quelling_bonus"					"%QUELL MELEE DAMAGE:"
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_quelling_bonus_ranged"			"%QUELL RANGED DAMAGE:"
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_cleave_damage_percent"	"%CLEAVE DAMAGE:"
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_cast_range_tooltip"			"CHOP TREE CAST RANGE:"
        "DOTA_Tooltip_ability_item_quelling_blade_2_datadriven_cast_range_ward"			"CHOP WARD CAST RANGE:"

        "DOTA_Tooltip_ability_item_orb_of_venom_datadriven"                 "Orb of Venom"
        "DOTA_Tooltip_ability_item_orb_of_venom_datadriven_Description"					"Passive: Poison Attack - Your weapons drip with poison, spraying it onto your target and nearby enemies, dealing damage and slowing a small area."
		"DOTA_Tooltip_ability_item_orb_of_venom_datadriven_Lore"							"Envenoms your veapon with the venom of a venomous viper."
		"DOTA_Tooltip_ability_item_orb_of_venom_datadriven_poison_damage"					"POISON DAMAGE:"
		"DOTA_Tooltip_ability_item_orb_of_venom_datadriven_poison_movement_speed"	"%POISON SLOW:"
		"DOTA_Tooltip_ability_item_orb_of_venom_datadriven_poison_duration"				"POISON DURATION:"
		"DOTA_Tooltip_ability_item_orb_of_venom_datadriven_poison_radius"				"POISON RADIUS:"

        "DOTA_Tooltip_modifier_item_orb_of_venom_datadriven_slow"			"Orb of Venom"
        "DOTA_Tooltip_modifier_item_orb_of_venom_datadriven_slow_Description"	"Moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% more slowly."

        "DOTA_Tooltip_ability_holdout_mirana_shadow"												"Moonlight Shadow"
        "DOTA_Tooltip_ability_holdout_mirana_shadow_Description"									"Mirana and all her allies are wrapped in a cloak of shadows, making them automatically evade attacks."
        "DOTA_Tooltip_ability_holdout_mirana_shadow_Lore"										"Her tenure with Selemene allows Mirana to eclipse the ground, wrapping her allies in a cloak of shadows."
        "DOTA_Tooltip_ability_holdout_mirana_shadow_Note0"										"Spell Immune allies will be affected."
        "DOTA_Tooltip_ability_holdout_mirana_shadow_bonus_evasion"									"%EVASION:"
        "DOTA_Tooltip_ability_holdout_mirana_shadow_duration"									"DURATION:"

        "DOTA_Tooltip_modifier_moonlight_datadriven"			"Moonlight Shadow"
        "DOTA_Tooltip_modifier_moonlight_datadriven_Description"	"Granted %dMODIFIER_PROPERTY_EVASION_CONSTANT%%% evasion."

        "DOTA_Tooltip_ability_night_stalker_void_datadriven"										"Void"
        "DOTA_Tooltip_ability_night_stalker_void_datadriven_Description"							"Creates a damaging void that slows enemy units and deals damage.  Void also mini-stuns, interrupting channeling abilities. The slowing effect lasts longer at night."
        "DOTA_Tooltip_ability_night_stalker_void_datadriven_Lore"									"Balanar creates a vortex of infinite night, tearing opponents violently into the eternal darkness that once was."
        "DOTA_Tooltip_ability_night_stalker_void_datadriven_duration_day"							"DAY DURATION:"
        "DOTA_Tooltip_ability_night_stalker_void_datadriven_duration_night"						"NIGHT DURATION:"
        "DOTA_Tooltip_ability_night_stalker_void_datadriven_movespeed_slow"						"%MOVE SLOW:"
        "DOTA_Tooltip_ability_night_stalker_void_datadriven_attackspeed_slow"						"ATTACK SLOW:"
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven"								"Crippling Fear"
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven_Description"					"Night Stalker horrifies enemy units, causing them to miss attacks and become silenced.  The effect lasts longer at night."
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven_Lore"						"A vision of the twisted maw of Balanar etches itself into the minds of the poor souls unlucky enough to cross his path."
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven_duration_day"				"DAY DURATION:"
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven_duration_night"				"NIGHT DURATION:"
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven_miss_rate_day"				"%DAY CHANCE TO MISS:"
        "DOTA_Tooltip_ability_night_stalker_crippling_fear_datadriven_miss_rate_night"				"%NIGHT CHANCE TO MISS:"

        "DOTA_Tooltip_ability_antimage_mana_break_datadriven"										"Mana Break"
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_Description"							"Burns an opponent's mana on each attack.  Mana Break deals 60%% of the mana burned as damage to the target and all units around them."
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_Lore"									"A modified technique of the Turstarkuri monks' peaceful ways is to turn magical energies on their owner."
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_Note0"								"Mana Burn is blocked by spell immunity."
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_Note1"								"You can lifeleech the damage dealt by this skill with a Lifesteal aura."
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_Note2"                             "Targets without mana take half damage."
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_mana_per_hit"							"MANA BURNED PER HIT:"
        "DOTA_Tooltip_ability_antimage_mana_break_datadriven_radius"							"RADIUS:"

        "DOTA_Tooltip_ability_antimage_mana_void_datadriven"										"Mana Void"
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_Description"							"Blasts the target and surrounding units with mana draining energy. For each point of mana missing by the target unit, bonus damage is dealt.  The main target is also mini-stunned."
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_Lore"									"After bringing enemies to their knees, Anti-Mage punishes them for their use of the arcane arts."
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_Note0"									"The stun passes through spell immunity."
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_Note1"									"Damage is calculated based on the primary target's mana, but applied to all enemies within the area of effect."
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_mana_void_base_damage"				"BASE DAMAGE:"
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_mana_void_damage_per_mana"				"DAMAGE:"
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_mana_void_ministun"					"STUN DURATION:"
        "DOTA_Tooltip_ability_antimage_mana_void_datadriven_mana_void_aoe_radius"					"RADIUS:"

        "DOTA_Tooltip_ability_arc_warden_flux_datadriven"				"Flux"
        "DOTA_Tooltip_ability_arc_warden_flux_datadriven_Description"		"Infuses enemy units with swirling, volatile energy, slowing their movement speed and dealing damage over time."
        "DOTA_Tooltip_ability_arc_warden_flux_datadriven_Lore"			"An infinitesimal fraction of the power which imprisoned the Ancients."
        "DOTA_Tooltip_ability_arc_warden_flux_datadriven_duration"			"DURATION:"
        "DOTA_Tooltip_ability_arc_warden_flux_datadriven_damage_per_second"	"DAMAGE PER SECOND:"
        "DOTA_Tooltip_ability_arc_warden_flux_datadriven_move_speed_slow_pct"	"%MOVEMENT SPEED SLOW:"
        "DOTA_Tooltip_ability_arc_warden_flux_datadriven_cast_range_tooltip"	"CAST RANGE:"

        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven"										"Burning Spear"
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_Description"							"Huskar sets his spears aflame, dealing damage over time with his regular attack.  Multiple attacks will stack additional damage.  Each attack drains some of Huskar's health.  Lasts 8 seconds."
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_Lore"								"The Sacred Warrior ignites his weaponry after marking it with his own blood - causing far greater pain than he himself feels."
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_Note0"								"Burning Spears stacks additively when used multiple times on one target.  There is no cap."
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_Note1"								"Huskar cannot kill himself with this skill."
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_Note2"								"Affects all enemies in an area around the target."
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_health_cost"							"HEALTH COST:"
        "DOTA_Tooltip_ability_huskar_burning_spear_datadriven_radius"							"RADIUS:"

        "DOTA_Tooltip_modifier_burning_spear_datadriven_debuff_counter"				"Burning Spear"
		"DOTA_Tooltip_modifier_burning_spear_datadriven_debuff_counter_Description"	"YOU ARE ON FIRE! Taking periodic damage."

        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven"									"Frost Arrows"
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_Description"						"Adds a splash freezing effect to Drow's attacks, slowing enemy movement and dealing small amounts of damage.  Lasts %frost_arrows_hero_duration_tooltip% seconds on Heroes, and %frost_arrows_creep_duration% seconds on creeps.\n\nFrost Arrows is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers."
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_Lore"							"Ice-encased arrows pierce the silence, chilling their victims to the core."
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_Note0"							"The slow duration is refreshed on successive casts."
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_Note1"                           "Affects all enemies in an area around the target."
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_frost_arrows_movement_speed"		"%MOVEMENT SLOW:"
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_frost_arrows_hero_duration_tooltip"		"HERO DURATION:"
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_frost_arrows_creep_duration"		"CREEP DURATION:"
        "DOTA_Tooltip_ability_drow_ranger_frost_arrows_datadriven_radius"		"RADIUS:"

        "DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven"			"Spark Wraith"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_Description"	"Summons a Spark Wraith that slowly materializes and patrols a targeted area until an enemy comes within its range. Once a target has been found the wraith fuses with them, dealing magical damage."
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_Lore"		"Lesser fragments of Zet's original self."
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_radius"		"SEARCH RADIUS:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_activation_delay"	"ACTIVATION DELAY:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_duration"		"DURATION:"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_wraith_speed"	"WRAITH SPEED:"
